"","X","Day","State","ChinaVirusInterest","KungFluInterest","Region"
"551",551,"2020-02-06","CT",28,0,"Northeast"
"552",552,"2020-02-07","CT",21,0,"Northeast"
"553",553,"2020-02-08","CT",20,0,"Northeast"
"554",554,"2020-02-09","CT",10,0,"Northeast"
"555",555,"2020-02-10","CT",20,0,"Northeast"
"556",556,"2020-02-11","CT",8,0,"Northeast"
"557",557,"2020-02-12","CT",8,0,"Northeast"
"558",558,"2020-02-13","CT",9,0,"Northeast"
"559",559,"2020-02-14","CT",18,0,"Northeast"
"560",560,"2020-02-15","CT",15,0,"Northeast"
"561",561,"2020-02-16","CT",10,0,"Northeast"
"562",562,"2020-02-17","CT",9,0,"Northeast"
"563",563,"2020-02-18","CT",20,0,"Northeast"
"564",564,"2020-02-19","CT",0,0,"Northeast"
"565",565,"2020-02-20","CT",12,0,"Northeast"
"566",566,"2020-02-21","CT",8,0,"Northeast"
"567",567,"2020-02-22","CT",10,0,"Northeast"
"568",568,"2020-02-23","CT",10,0,"Northeast"
"569",569,"2020-02-24","CT",25,0,"Northeast"
"570",570,"2020-02-25","CT",24,0,"Northeast"
"571",571,"2020-02-26","CT",20,0,"Northeast"
"572",572,"2020-02-27","CT",24,0,"Northeast"
"573",573,"2020-02-28","CT",8,0,"Northeast"
"574",574,"2020-02-29","CT",19,0,"Northeast"
"575",575,"2020-03-01","CT",24,0,"Northeast"
"576",576,"2020-03-02","CT",24,0,"Northeast"
"577",577,"2020-03-03","CT",27,0,"Northeast"
"578",578,"2020-03-04","CT",31,0,"Northeast"
"579",579,"2020-03-05","CT",8,0,"Northeast"
"580",580,"2020-03-06","CT",12,0,"Northeast"
"581",581,"2020-03-07","CT",24,0,"Northeast"
"582",582,"2020-03-08","CT",19,0,"Northeast"
"583",583,"2020-03-09","CT",8,0,"Northeast"
"584",584,"2020-03-10","CT",36,0,"Northeast"
"585",585,"2020-03-11","CT",32,0,"Northeast"
"586",586,"2020-03-12","CT",47,0,"Northeast"
"587",587,"2020-03-13","CT",38,0,"Northeast"
"588",588,"2020-03-14","CT",58,0,"Northeast"
"589",589,"2020-03-15","CT",23,0,"Northeast"
"590",590,"2020-03-16","CT",16,0,"Northeast"
"591",591,"2020-03-17","CT",70,0,"Northeast"
"592",592,"2020-03-18","CT",52,20,"Northeast"
"593",593,"2020-03-19","CT",66,23,"Northeast"
"594",594,"2020-03-20","CT",52,15,"Northeast"
"595",595,"2020-03-21","CT",53,9,"Northeast"
"596",596,"2020-03-22","CT",52,0,"Northeast"
"597",597,"2020-03-23","CT",31,7,"Northeast"
"598",598,"2020-03-24","CT",34,0,"Northeast"
"599",599,"2020-03-25","CT",45,7,"Northeast"
"600",600,"2020-03-26","CT",31,0,"Northeast"
"601",601,"2020-03-27","CT",22,0,"Northeast"
"602",602,"2020-03-28","CT",46,0,"Northeast"
"603",603,"2020-03-29","CT",28,0,"Northeast"
"604",604,"2020-03-30","CT",17,0,"Northeast"
"605",605,"2020-03-31","CT",21,0,"Northeast"
"606",606,"2020-04-01","CT",14,0,"Northeast"
"607",607,"2020-04-02","CT",24,0,"Northeast"
"608",608,"2020-04-03","CT",7,0,"Northeast"
"609",609,"2020-04-04","CT",43,0,"Northeast"
"610",610,"2020-04-05","CT",46,8,"Northeast"
"611",611,"2020-04-06","CT",14,0,"Northeast"
"612",612,"2020-04-07","CT",11,0,"Northeast"
"613",613,"2020-04-08","CT",11,0,"Northeast"
"614",614,"2020-04-09","CT",7,0,"Northeast"
"615",615,"2020-04-10","CT",8,0,"Northeast"
"616",616,"2020-04-11","CT",25,0,"Northeast"
"617",617,"2020-04-12","CT",9,9,"Northeast"
"618",618,"2020-04-13","CT",7,0,"Northeast"
"619",619,"2020-04-14","CT",19,0,"Northeast"
"620",620,"2020-04-15","CT",25,0,"Northeast"
"621",621,"2020-04-16","CT",18,0,"Northeast"
"622",622,"2020-04-17","CT",29,0,"Northeast"
"623",623,"2020-04-18","CT",16,0,"Northeast"
"624",624,"2020-01-21","DC",0,0,"Northeast"
"625",625,"2020-01-22","DC",40,0,"Northeast"
"626",626,"2020-01-23","DC",47,0,"Northeast"
"627",627,"2020-01-24","DC",28,0,"Northeast"
"628",628,"2020-01-25","DC",76,0,"Northeast"
"629",629,"2020-01-26","DC",100,0,"Northeast"
"630",630,"2020-01-27","DC",25,0,"Northeast"
"631",631,"2020-01-28","DC",39,0,"Northeast"
"632",632,"2020-01-29","DC",13,0,"Northeast"
"633",633,"2020-01-30","DC",40,0,"Northeast"
"634",634,"2020-01-31","DC",14,0,"Northeast"
"635",635,"2020-02-01","DC",0,0,"Northeast"
"636",636,"2020-02-02","DC",0,0,"Northeast"
"637",637,"2020-02-03","DC",25,0,"Northeast"
"638",638,"2020-02-04","DC",13,0,"Northeast"
"639",639,"2020-02-05","DC",25,0,"Northeast"
"640",640,"2020-02-06","DC",13,0,"Northeast"
"641",641,"2020-02-07","DC",14,0,"Northeast"
"642",642,"2020-02-08","DC",21,0,"Northeast"
"643",643,"2020-02-09","DC",32,0,"Northeast"
"644",644,"2020-02-10","DC",32,0,"Northeast"
"645",645,"2020-02-11","DC",12,0,"Northeast"
"646",646,"2020-02-12","DC",25,0,"Northeast"
"647",647,"2020-02-13","DC",0,0,"Northeast"
"648",648,"2020-02-14","DC",29,0,"Northeast"
"649",649,"2020-02-15","DC",0,0,"Northeast"
"650",650,"2020-02-16","DC",0,0,"Northeast"
"651",651,"2020-02-17","DC",20,0,"Northeast"
"652",652,"2020-02-18","DC",26,0,"Northeast"
"653",653,"2020-02-19","DC",13,0,"Northeast"
"654",654,"2020-02-20","DC",13,0,"Northeast"
"655",655,"2020-02-21","DC",28,0,"Northeast"
"656",656,"2020-02-22","DC",21,0,"Northeast"
"657",657,"2020-02-23","DC",0,0,"Northeast"
"658",658,"2020-02-24","DC",0,0,"Northeast"
"659",659,"2020-02-25","DC",12,0,"Northeast"
"660",660,"2020-02-26","DC",12,0,"Northeast"
"661",661,"2020-02-27","DC",12,0,"Northeast"
"662",662,"2020-02-28","DC",0,0,"Northeast"
"663",663,"2020-02-29","DC",21,0,"Northeast"
"664",664,"2020-03-01","DC",41,0,"Northeast"
"665",665,"2020-03-02","DC",0,0,"Northeast"
"666",666,"2020-03-03","DC",0,0,"Northeast"
"667",667,"2020-03-04","DC",12,0,"Northeast"
"668",668,"2020-03-05","DC",0,0,"Northeast"
"669",669,"2020-03-06","DC",13,0,"Northeast"
"670",670,"2020-03-07","DC",21,0,"Northeast"
"671",671,"2020-03-08","DC",0,0,"Northeast"
"672",672,"2020-03-09","DC",12,0,"Northeast"
"673",673,"2020-03-10","DC",12,0,"Northeast"
"674",674,"2020-03-11","DC",12,0,"Northeast"
"675",675,"2020-03-12","DC",24,0,"Northeast"
"676",676,"2020-03-13","DC",14,0,"Northeast"
"677",677,"2020-03-14","DC",22,0,"Northeast"
"678",678,"2020-03-15","DC",0,0,"Northeast"
"679",679,"2020-03-16","DC",14,0,"Northeast"
"680",680,"2020-03-17","DC",30,0,"Northeast"
"681",681,"2020-03-18","DC",31,16,"Northeast"
"682",682,"2020-03-19","DC",32,16,"Northeast"
"683",683,"2020-03-20","DC",0,0,"Northeast"
"684",684,"2020-03-21","DC",0,0,"Northeast"
"685",685,"2020-03-22","DC",43,0,"Northeast"
"686",686,"2020-03-23","DC",0,0,"Northeast"
"687",687,"2020-03-24","DC",33,0,"Northeast"
"688",688,"2020-03-25","DC",17,0,"Northeast"
"689",689,"2020-03-26","DC",52,0,"Northeast"
"690",690,"2020-03-27","DC",25,0,"Northeast"
"691",691,"2020-03-28","DC",22,0,"Northeast"
"692",692,"2020-03-29","DC",0,0,"Northeast"
"693",693,"2020-03-30","DC",16,0,"Northeast"
"694",694,"2020-03-31","DC",17,0,"Northeast"
"695",695,"2020-04-01","DC",17,0,"Northeast"
"696",696,"2020-04-02","DC",25,0,"Northeast"
"697",697,"2020-04-03","DC",17,0,"Northeast"
"698",698,"2020-04-04","DC",22,0,"Northeast"
"699",699,"2020-04-05","DC",0,0,"Northeast"
"700",700,"2020-04-06","DC",16,0,"Northeast"
"701",701,"2020-04-07","DC",0,0,"Northeast"
"702",702,"2020-04-08","DC",17,0,"Northeast"
"703",703,"2020-04-09","DC",0,0,"Northeast"
"704",704,"2020-04-10","DC",18,0,"Northeast"
"705",705,"2020-04-11","DC",21,0,"Northeast"
"706",706,"2020-04-12","DC",21,0,"Northeast"
"707",707,"2020-04-13","DC",0,0,"Northeast"
"708",708,"2020-04-14","DC",0,0,"Northeast"
"709",709,"2020-04-15","DC",0,0,"Northeast"
"710",710,"2020-04-16","DC",34,0,"Northeast"
"711",711,"2020-04-17","DC",17,0,"Northeast"
"712",712,"2020-04-18","DC",0,0,"Northeast"
"713",713,"2020-01-21","DE",30,0,"Northeast"
"714",714,"2020-01-22","DE",61,0,"Northeast"
"715",715,"2020-01-23","DE",31,0,"Northeast"
"716",716,"2020-01-24","DE",96,0,"Northeast"
"717",717,"2020-01-25","DE",100,0,"Northeast"
"718",718,"2020-01-26","DE",30,0,"Northeast"
"719",719,"2020-01-27","DE",29,0,"Northeast"
"720",720,"2020-01-28","DE",45,0,"Northeast"
"721",721,"2020-01-29","DE",91,0,"Northeast"
"722",722,"2020-01-30","DE",0,0,"Northeast"
"723",723,"2020-01-31","DE",61,0,"Northeast"
"724",724,"2020-02-01","DE",100,0,"Northeast"
"725",725,"2020-02-02","DE",0,32,"Northeast"
"726",726,"2020-02-03","DE",27,0,"Northeast"
"727",727,"2020-02-04","DE",29,0,"Northeast"
"728",728,"2020-02-05","DE",30,0,"Northeast"
"729",729,"2020-02-06","DE",0,0,"Northeast"
"730",730,"2020-02-07","DE",29,0,"Northeast"
"731",731,"2020-02-08","DE",0,0,"Northeast"
"732",732,"2020-02-09","DE",0,0,"Northeast"
"733",733,"2020-02-10","DE",0,28,"Northeast"
"734",734,"2020-02-11","DE",57,0,"Northeast"
"735",735,"2020-02-12","DE",29,0,"Northeast"
"736",736,"2020-02-13","DE",0,0,"Northeast"
"737",737,"2020-02-14","DE",0,0,"Northeast"
"738",738,"2020-02-15","DE",0,0,"Northeast"
"739",739,"2020-02-16","DE",0,0,"Northeast"
"740",740,"2020-02-17","DE",28,0,"Northeast"
"741",741,"2020-02-18","DE",0,0,"Northeast"
"742",742,"2020-02-19","DE",28,0,"Northeast"
"743",743,"2020-02-20","DE",0,0,"Northeast"
"744",744,"2020-02-21","DE",0,0,"Northeast"
"745",745,"2020-02-22","DE",0,0,"Northeast"
"746",746,"2020-02-23","DE",0,0,"Northeast"
"747",747,"2020-02-24","DE",0,0,"Northeast"
"748",748,"2020-02-25","DE",28,0,"Northeast"
"749",749,"2020-02-26","DE",0,0,"Northeast"
"750",750,"2020-02-27","DE",27,0,"Northeast"
"751",751,"2020-02-28","DE",0,0,"Northeast"
"752",752,"2020-02-29","DE",32,0,"Northeast"
"753",753,"2020-03-01","DE",31,0,"Northeast"
"754",754,"2020-03-02","DE",27,0,"Northeast"
"755",755,"2020-03-03","DE",0,0,"Northeast"
"756",756,"2020-03-04","DE",28,0,"Northeast"
"757",757,"2020-03-05","DE",0,0,"Northeast"
"758",758,"2020-03-06","DE",56,0,"Northeast"
"759",759,"2020-03-07","DE",32,0,"Northeast"
"760",760,"2020-03-08","DE",31,0,"Northeast"
"761",761,"2020-03-09","DE",0,0,"Northeast"
"762",762,"2020-03-10","DE",0,0,"Northeast"
"763",763,"2020-03-11","DE",41,0,"Northeast"
"764",764,"2020-03-12","DE",27,0,"Northeast"
"765",765,"2020-03-13","DE",84,0,"Northeast"
"766",766,"2020-03-14","DE",32,0,"Northeast"
"767",767,"2020-03-15","DE",30,0,"Northeast"
"768",768,"2020-03-16","DE",55,0,"Northeast"
"769",769,"2020-03-17","DE",27,0,"Northeast"
"770",770,"2020-03-18","DE",54,54,"Northeast"
"771",771,"2020-03-19","DE",40,0,"Northeast"
"772",772,"2020-03-20","DE",39,0,"Northeast"
"773",773,"2020-03-21","DE",59,0,"Northeast"
"774",774,"2020-03-22","DE",0,0,"Northeast"
"775",775,"2020-03-23","DE",47,0,"Northeast"
"776",776,"2020-03-24","DE",52,0,"Northeast"
"777",777,"2020-03-25","DE",40,0,"Northeast"
"778",778,"2020-03-26","DE",68,0,"Northeast"
"779",779,"2020-03-27","DE",0,0,"Northeast"
"780",780,"2020-03-28","DE",27,0,"Northeast"
"781",781,"2020-03-29","DE",40,0,"Northeast"
"782",782,"2020-03-30","DE",51,0,"Northeast"
"783",783,"2020-03-31","DE",24,0,"Northeast"
"784",784,"2020-04-01","DE",25,0,"Northeast"
"785",785,"2020-04-02","DE",0,0,"Northeast"
"786",786,"2020-04-03","DE",25,0,"Northeast"
"787",787,"2020-04-04","DE",0,0,"Northeast"
"788",788,"2020-04-05","DE",28,0,"Northeast"
"789",789,"2020-04-06","DE",25,0,"Northeast"
"790",790,"2020-04-07","DE",0,0,"Northeast"
"791",791,"2020-04-08","DE",50,0,"Northeast"
"792",792,"2020-04-09","DE",0,0,"Northeast"
"793",793,"2020-04-10","DE",0,0,"Northeast"
"794",794,"2020-04-11","DE",0,0,"Northeast"
"795",795,"2020-04-12","DE",28,0,"Northeast"
"796",796,"2020-04-13","DE",49,0,"Northeast"
"797",797,"2020-04-14","DE",0,0,"Northeast"
"798",798,"2020-04-15","DE",24,0,"Northeast"
"799",799,"2020-04-16","DE",23,0,"Northeast"
"800",800,"2020-04-17","DE",0,0,"Northeast"
"801",801,"2020-04-18","DE",0,0,"Northeast"
"802",802,"2020-01-21","FL",48,0,"South"
"803",803,"2020-01-22","FL",49,0,"South"
"804",804,"2020-01-23","FL",53,0,"South"
"805",805,"2020-01-24","FL",63,0,"South"
"806",806,"2020-01-25","FL",100,2,"South"
"807",807,"2020-01-26","FL",65,2,"South"
"808",808,"2020-01-27","FL",55,3,"South"
"809",809,"2020-01-28","FL",62,0,"South"
"810",810,"2020-01-29","FL",44,0,"South"
"811",811,"2020-01-30","FL",63,0,"South"
"812",812,"2020-01-31","FL",53,0,"South"
"813",813,"2020-02-01","FL",53,0,"South"
"814",814,"2020-02-02","FL",30,0,"South"
"815",815,"2020-02-03","FL",18,0,"South"
"816",816,"2020-02-04","FL",23,0,"South"
"817",817,"2020-02-05","FL",12,0,"South"
"818",818,"2020-02-06","FL",26,0,"South"
"819",819,"2020-02-07","FL",18,0,"South"
"820",820,"2020-02-08","FL",25,0,"South"
"821",821,"2020-02-09","FL",21,0,"South"
"822",822,"2020-02-10","FL",24,0,"South"
"823",823,"2020-02-11","FL",11,0,"South"
"824",824,"2020-02-12","FL",21,0,"South"
"825",825,"2020-02-13","FL",10,0,"South"
"826",826,"2020-02-14","FL",13,0,"South"
"827",827,"2020-02-15","FL",15,0,"South"
"828",828,"2020-02-16","FL",20,0,"South"
"829",829,"2020-02-17","FL",5,0,"South"
"830",830,"2020-02-18","FL",13,0,"South"
"831",831,"2020-02-19","FL",11,0,"South"
"832",832,"2020-02-20","FL",12,0,"South"
"833",833,"2020-02-21","FL",14,0,"South"
"834",834,"2020-02-22","FL",7,0,"South"
"835",835,"2020-02-23","FL",11,0,"South"
"836",836,"2020-02-24","FL",11,0,"South"
"837",837,"2020-02-25","FL",17,0,"South"
"838",838,"2020-02-26","FL",27,0,"South"
"839",839,"2020-02-27","FL",18,0,"South"
"840",840,"2020-02-28","FL",15,2,"South"
"841",841,"2020-02-29","FL",24,0,"South"
"842",842,"2020-03-01","FL",25,0,"South"
"843",843,"2020-03-02","FL",28,0,"South"
"844",844,"2020-03-03","FL",25,0,"South"
"845",845,"2020-03-04","FL",17,2,"South"
"846",846,"2020-03-05","FL",17,0,"South"
"847",847,"2020-03-06","FL",16,2,"South"
"848",848,"2020-03-07","FL",20,0,"South"
"849",849,"2020-03-08","FL",19,0,"South"
"850",850,"2020-03-09","FL",21,0,"South"
"851",851,"2020-03-10","FL",17,0,"South"
"852",852,"2020-03-11","FL",22,0,"South"
"853",853,"2020-03-12","FL",51,0,"South"
"854",854,"2020-03-13","FL",49,0,"South"
"855",855,"2020-03-14","FL",35,0,"South"
"856",856,"2020-03-15","FL",34,0,"South"
"857",857,"2020-03-16","FL",43,0,"South"
"858",858,"2020-03-17","FL",46,0,"South"
"859",859,"2020-03-18","FL",50,13,"South"
"860",860,"2020-03-19","FL",59,11,"South"
"861",861,"2020-03-20","FL",50,5,"South"
"862",862,"2020-03-21","FL",64,0,"South"
"863",863,"2020-03-22","FL",48,0,"South"
"864",864,"2020-03-23","FL",35,5,"South"
"865",865,"2020-03-24","FL",34,2,"South"
"866",866,"2020-03-25","FL",70,0,"South"
"867",867,"2020-03-26","FL",56,2,"South"
"868",868,"2020-03-27","FL",47,2,"South"
"869",869,"2020-03-28","FL",39,2,"South"
"870",870,"2020-03-29","FL",30,4,"South"
"871",871,"2020-03-30","FL",24,3,"South"
"872",872,"2020-03-31","FL",34,3,"South"
"873",873,"2020-04-01","FL",18,0,"South"
"874",874,"2020-04-02","FL",24,0,"South"
"875",875,"2020-04-03","FL",30,0,"South"
"876",876,"2020-04-04","FL",26,2,"South"
"877",877,"2020-04-05","FL",24,0,"South"
"878",878,"2020-04-06","FL",15,0,"South"
"879",879,"2020-04-07","FL",12,0,"South"
"880",880,"2020-04-08","FL",14,0,"South"
"881",881,"2020-04-09","FL",15,0,"South"
"882",882,"2020-04-10","FL",18,2,"South"
"883",883,"2020-04-11","FL",9,0,"South"
"884",884,"2020-04-12","FL",11,0,"South"
"885",885,"2020-04-13","FL",10,0,"South"
"886",886,"2020-04-14","FL",18,0,"South"
"887",887,"2020-04-15","FL",16,0,"South"
"888",888,"2020-04-16","FL",19,0,"South"
"889",889,"2020-04-17","FL",15,0,"South"
"890",890,"2020-04-18","FL",15,0,"South"
"891",891,"2020-01-21","GA",27,0,"South"
"892",892,"2020-01-22","GA",65,0,"South"
"893",893,"2020-01-23","GA",73,0,"South"
"894",894,"2020-01-24","GA",100,0,"South"
"895",895,"2020-01-25","GA",73,0,"South"
"896",896,"2020-01-26","GA",72,0,"South"
"897",897,"2020-01-27","GA",55,0,"South"
"898",898,"2020-01-28","GA",52,0,"South"
"899",899,"2020-01-29","GA",61,4,"South"
"900",900,"2020-01-30","GA",55,0,"South"
"901",901,"2020-01-31","GA",42,4,"South"
"902",902,"2020-02-01","GA",27,0,"South"
"903",903,"2020-02-02","GA",25,0,"South"
"904",904,"2020-02-03","GA",29,0,"South"
"905",905,"2020-02-04","GA",17,0,"South"
"906",906,"2020-02-05","GA",17,4,"South"
"907",907,"2020-02-06","GA",24,0,"South"
"908",908,"2020-02-07","GA",23,0,"South"
"909",909,"2020-02-08","GA",20,0,"South"
"910",910,"2020-02-09","GA",16,0,"South"
"911",911,"2020-02-10","GA",13,0,"South"
"912",912,"2020-02-11","GA",18,0,"South"
"913",913,"2020-02-12","GA",26,4,"South"
"914",914,"2020-02-13","GA",17,0,"South"
"915",915,"2020-02-14","GA",12,0,"South"
"916",916,"2020-02-15","GA",9,0,"South"
"917",917,"2020-02-16","GA",13,0,"South"
"918",918,"2020-02-17","GA",18,0,"South"
"919",919,"2020-02-18","GA",7,0,"South"
"920",920,"2020-02-19","GA",7,0,"South"
"921",921,"2020-02-20","GA",15,0,"South"
"922",922,"2020-02-21","GA",11,0,"South"
"923",923,"2020-02-22","GA",9,0,"South"
"924",924,"2020-02-23","GA",4,0,"South"
"925",925,"2020-02-24","GA",9,0,"South"
"926",926,"2020-02-25","GA",15,0,"South"
"927",927,"2020-02-26","GA",16,0,"South"
"928",928,"2020-02-27","GA",16,0,"South"
"929",929,"2020-02-28","GA",23,0,"South"
"930",930,"2020-02-29","GA",11,0,"South"
"931",931,"2020-03-01","GA",20,0,"South"
"932",932,"2020-03-02","GA",20,0,"South"
"933",933,"2020-03-03","GA",19,0,"South"
"934",934,"2020-03-04","GA",14,0,"South"
"935",935,"2020-03-05","GA",21,0,"South"
"936",936,"2020-03-06","GA",8,0,"South"
"937",937,"2020-03-07","GA",20,0,"South"
"938",938,"2020-03-08","GA",16,0,"South"
"939",939,"2020-03-09","GA",13,3,"South"
"940",940,"2020-03-10","GA",23,0,"South"
"941",941,"2020-03-11","GA",27,0,"South"
"942",942,"2020-03-12","GA",49,0,"South"
"943",943,"2020-03-13","GA",46,0,"South"
"944",944,"2020-03-14","GA",40,0,"South"
"945",945,"2020-03-15","GA",31,0,"South"
"946",946,"2020-03-16","GA",42,0,"South"
"947",947,"2020-03-17","GA",48,10,"South"
"948",948,"2020-03-18","GA",51,12,"South"
"949",949,"2020-03-19","GA",28,12,"South"
"950",950,"2020-03-20","GA",36,10,"South"
"951",951,"2020-03-21","GA",33,4,"South"
"952",952,"2020-03-22","GA",49,4,"South"
"953",953,"2020-03-23","GA",33,0,"South"
"954",954,"2020-03-24","GA",45,3,"South"
"955",955,"2020-03-25","GA",56,0,"South"
"956",956,"2020-03-26","GA",38,3,"South"
"957",957,"2020-03-27","GA",38,0,"South"
"958",958,"2020-03-28","GA",36,4,"South"
"959",959,"2020-03-29","GA",26,0,"South"
"960",960,"2020-03-30","GA",26,3,"South"
"961",961,"2020-03-31","GA",16,0,"South"
"962",962,"2020-04-01","GA",34,0,"South"
"963",963,"2020-04-02","GA",11,0,"South"
"964",964,"2020-04-03","GA",12,0,"South"
"965",965,"2020-04-04","GA",13,4,"South"
"966",966,"2020-04-05","GA",17,0,"South"
"967",967,"2020-04-06","GA",20,0,"South"
"968",968,"2020-04-07","GA",13,0,"South"
"969",969,"2020-04-08","GA",13,0,"South"
"970",970,"2020-04-09","GA",12,0,"South"
"971",971,"2020-04-10","GA",10,0,"South"
"972",972,"2020-04-11","GA",10,0,"South"
"973",973,"2020-04-12","GA",18,0,"South"
"974",974,"2020-04-13","GA",8,5,"South"
"975",975,"2020-04-14","GA",11,0,"South"
"976",976,"2020-04-15","GA",11,0,"South"
"977",977,"2020-04-16","GA",20,0,"South"
"978",978,"2020-04-17","GA",15,0,"South"
"979",979,"2020-04-18","GA",22,0,"South"
"980",980,"2020-01-21","HI",22,0,"West"
"981",981,"2020-01-22","HI",74,0,"West"
"982",982,"2020-01-23","HI",85,0,"West"
"983",983,"2020-01-24","HI",76,0,"West"
"984",984,"2020-01-25","HI",95,0,"West"
"985",985,"2020-01-26","HI",67,0,"West"
"986",986,"2020-01-27","HI",51,0,"West"
"987",987,"2020-01-28","HI",62,0,"West"
"988",988,"2020-01-29","HI",75,0,"West"
"989",989,"2020-01-30","HI",100,0,"West"
"990",990,"2020-01-31","HI",56,0,"West"
"991",991,"2020-02-01","HI",51,0,"West"
"992",992,"2020-02-02","HI",49,0,"West"
"993",993,"2020-02-03","HI",53,0,"West"
"994",994,"2020-02-04","HI",45,0,"West"
"995",995,"2020-02-05","HI",33,0,"West"
"996",996,"2020-02-06","HI",75,0,"West"
"997",997,"2020-02-07","HI",54,0,"West"
"998",998,"2020-02-08","HI",50,0,"West"
"999",999,"2020-02-09","HI",51,0,"West"
"1000",1000,"2020-02-10","HI",43,0,"West"
"1001",1001,"2020-02-11","HI",31,0,"West"
"1002",1002,"2020-02-12","HI",43,0,"West"
"1003",1003,"2020-02-13","HI",64,0,"West"
"1004",1004,"2020-02-14","HI",42,0,"West"
"1005",1005,"2020-02-15","HI",0,0,"West"
"1006",1006,"2020-02-16","HI",35,0,"West"
"1007",1007,"2020-02-17","HI",0,0,"West"
"1008",1008,"2020-02-18","HI",20,0,"West"
"1009",1009,"2020-02-19","HI",40,0,"West"
"1010",1010,"2020-02-20","HI",20,0,"West"
"1011",1011,"2020-02-21","HI",30,0,"West"
"1012",1012,"2020-02-22","HI",23,0,"West"
"1013",1013,"2020-02-23","HI",45,0,"West"
"1014",1014,"2020-02-24","HI",21,0,"West"
"1015",1015,"2020-02-25","HI",20,0,"West"
"1016",1016,"2020-02-26","HI",20,0,"West"
"1017",1017,"2020-02-27","HI",30,20,"West"
"1018",1018,"2020-02-28","HI",40,0,"West"
"1019",1019,"2020-02-29","HI",22,0,"West"
"1020",1020,"2020-03-01","HI",46,0,"West"
"1021",1021,"2020-03-02","HI",50,0,"West"
"1022",1022,"2020-03-03","HI",20,0,"West"
"1023",1023,"2020-03-04","HI",20,0,"West"
"1024",1024,"2020-03-05","HI",0,0,"West"
"1025",1025,"2020-03-06","HI",0,0,"West"
"1026",1026,"2020-03-07","HI",44,0,"West"
"1027",1027,"2020-03-08","HI",23,0,"West"
"1028",1028,"2020-03-09","HI",30,0,"West"
"1029",1029,"2020-03-10","HI",20,0,"West"
"1030",1030,"2020-03-11","HI",20,0,"West"
"1031",1031,"2020-03-12","HI",38,0,"West"
"1032",1032,"2020-03-13","HI",39,0,"West"
"1033",1033,"2020-03-14","HI",33,0,"West"
"1034",1034,"2020-03-15","HI",43,0,"West"
"1035",1035,"2020-03-16","HI",69,0,"West"
"1036",1036,"2020-03-17","HI",19,0,"West"
"1037",1037,"2020-03-18","HI",39,0,"West"
"1038",1038,"2020-03-19","HI",58,39,"West"
"1039",1039,"2020-03-20","HI",29,0,"West"
"1040",1040,"2020-03-21","HI",21,0,"West"
"1041",1041,"2020-03-22","HI",23,0,"West"
"1042",1042,"2020-03-23","HI",20,0,"West"
"1043",1043,"2020-03-24","HI",20,0,"West"
"1044",1044,"2020-03-25","HI",48,0,"West"
"1045",1045,"2020-03-26","HI",41,0,"West"
"1046",1046,"2020-03-27","HI",50,0,"West"
"1047",1047,"2020-03-28","HI",0,0,"West"
"1048",1048,"2020-03-29","HI",43,0,"West"
"1049",1049,"2020-03-30","HI",19,0,"West"
"1050",1050,"2020-03-31","HI",57,0,"West"
"1051",1051,"2020-04-01","HI",19,0,"West"
"1052",1052,"2020-04-02","HI",29,0,"West"
"1053",1053,"2020-04-03","HI",19,0,"West"
"1054",1054,"2020-04-04","HI",0,0,"West"
"1055",1055,"2020-04-05","HI",22,0,"West"
"1056",1056,"2020-04-06","HI",19,0,"West"
"1057",1057,"2020-04-07","HI",0,0,"West"
"1058",1058,"2020-04-08","HI",29,0,"West"
"1059",1059,"2020-04-09","HI",39,0,"West"
"1060",1060,"2020-04-10","HI",20,0,"West"
"1061",1061,"2020-04-11","HI",22,0,"West"
"1062",1062,"2020-04-12","HI",22,0,"West"
"1063",1063,"2020-04-13","HI",20,0,"West"
"1064",1064,"2020-04-14","HI",18,0,"West"
"1065",1065,"2020-04-15","HI",19,0,"West"
"1066",1066,"2020-04-16","HI",0,0,"West"
"1067",1067,"2020-04-17","HI",38,0,"West"
"1068",1068,"2020-04-18","HI",0,0,"West"
"1069",1069,"2020-01-21","IA",16,0,"Midwest"
